amount,payment_date,return_date,rental_date,first_name,last_name,address,title,rating,length,language,string_agg
0.99,2020-04-27 12:10:37.996577+00,2005-08-03 17:19:11+00,2005-07-27 13:42:11+00,WADE,DELVALLE,1331 Usak Boulevard,LIGHTS DEER,R,174,English             ,"TIMHACKMAN,MATTHEWJOHANSSON"
1.99,2020-04-27 12:14:25.996577+00,2005-08-02 16:23:59+00,2005-07-27 13:45:59+00,WENDY,HARRISON,1107 Nakhon Sawan Avenue,SPLENDOR PATTON,R,134,English             ,"GROUCHOWILLIAMS,SANDRAKILMER,KIRKJOVOVICH,BELAWALKEN,ADAMGRANT,BENWILLIS,CHARLIZEDENCH,CHRISTOPHERWEST,ALGARLAND,UMAWOOD"
2.99,2020-04-27 12:16:01.996577+00,2005-07-28 17:10:35+00,2005-07-27 13:47:35+00,JIMMY,SCHRADER,616 Hagonoy Avenue,BEVERLY OUTLAW,R,85,English             ,"JODIEDEGENERES,SANDRAPECK,JOHNSUVARI,RALPHCRUZ"
1.99,2020-04-27 12:16:57.996577+00,2005-08-02 17:07:31+00,2005-07-27 13:48:31+00,BARRY,LOVELACE,1836 Korla Parkway,HILLS NEIGHBORS,G,93,English             ,"JONCHASE,VIVIENBERGEN,RENEEBALL,DANHARRIS,NATALIEHOPKINS,CHRISTIANAKROYD"
0.99,2020-04-27 12:18:10.996577+00,2005-07-28 19:00:44+00,2005-07-27 13:49:44+00,COURTNEY,DAY,300 Junan Street,ARMAGEDDON LOST,G,99,English             ,"GENEMCKELLEN,GREGORYGOODING,KIMALLEN,CUBAALLEN,PENELOPECRONYN,JAMESPITT,ANGELAHUDSON"
0.99,2020-04-27 12:19:30.996577+00,2005-07-31 15:03:04+00,2005-07-27 13:51:04+00,IDA,ANDREWS,1839 Szkesfehrvr Parkway,ARMAGEDDON LOST,G,99,English             ,"JAMESPITT,CUBAALLEN,GENEMCKELLEN,PENELOPECRONYN,GREGORYGOODING,KIMALLEN,ANGELAHUDSON"
2.99,2020-04-27 12:20:32.996577+00,2005-08-02 11:24:06+00,2005-07-27 13:52:06+00,ALVIN,DELOACH,1447 Chatsworth Place,EVERYONE CRAFT,PG,163,English             ,"MINNIEZELLWEGER,JAMESPITT,GOLDIEBRODY,MICHELLEMCCONAUGHEY,WOODYJOLIE"
0.99,2020-04-27 12:22:21.996577+00,2005-07-31 18:48:55+00,2005-07-27 13:53:55+00,DARRELL,POWER,1844 Usak Avenue,ZHIVAGO CORE,NC-17,105,English             ,"NICKSTALLONE,GARYPENN,UMAWOOD,WILLIAMHACKMAN,KENNETHHOFFMAN,SALMANOLTE"
4.99,2020-04-27 12:26:53.996577+00,2005-08-01 10:51:27+00,2005-07-27 13:58:27+00,CHAD,CARBONE,1948 Bayugan Parkway,HELLFIGHTERS SIERRA,PG,75,English             ,"EDMANSFIELD,SANDRAKILMER,MICHELLEMCCONAUGHEY,JAMESPITT,HARVEYHOPE,ALBERTNOLTE,PENELOPEMONROE,CAMERONZELLWEGER,SPENCERDEPP,JIMMOSTEL,GRACEMOSTEL,CUBAOLIVIER"
5.99,2020-04-27 12:26:55.996577+00,2005-08-05 08:02:29+00,2005-07-27 13:58:29+00,DALE,RATCLIFF,1639 Saarbrcken Drive,GLASS DYING,G,103,English             ,"MATTHEWLEIGH,MICHAELBOLGER,ALGARLAND,SUSANDAVIS"
4.99,2020-04-27 12:27:06.996577+00,2005-08-03 08:01:40+00,2005-07-27 13:58:40+00,TERRANCE,ROUSH,42 Fontana Avenue,PEAK FOREVER,PG,80,English             ,"DEBBIEAKROYD,GREGORYGOODING,ANGELAWITHERSPOON,KENNETHPESCI,AUDREYOLIVIER"
2.99,2020-04-27 12:28:46.996577+00,2005-07-30 11:58:20+00,2005-07-27 14:00:20+00,JAY,ROBB,1947 Paarl Way,REIGN GENTLEMEN,PG-13,82,English             ,"MORGANHOPKINS,ALECWAYNE,JOHNNYCAGE"
5.99,2020-04-27 12:29:43.996577+00,2005-08-04 19:28:17+00,2005-07-27 14:01:17+00,KEITH,RICO,482 Kowloon and New Kowloon Manor,BROTHERHOOD BLANKET,R,73,English             ,"JUDECRUISE,FRANCESDAY-LEWIS,FREDCOSTNER,DARYLCRAWFORD,JAYNENEESON"
3.99,2020-04-27 12:34:11.996577+00,2005-08-02 12:46:45+00,2005-07-27 14:05:45+00,MARTIN,BALES,368 Hunuco Boulevard,GREATEST NORTH,NC-17,93,English             ,"GREGORYGOODING,HELENVOIGHT,RIPWINSLET,MATTHEWLEIGH,WARRENNOLTE,CUBABIRCH"
0.99,2020-04-27 12:34:31.996577+00,2005-07-31 13:10:05+00,2005-07-27 14:06:05+00,VELMA,LUCAS,1155 Liaocheng Place,JUGGLER HARDLY,PG-13,54,English             ,"SALMANOLTE,MERYLGIBSON,EWANGOODING,MORGANWILLIAMS,PENELOPEMONROE,CAMERONZELLWEGER,PENELOPEPINKETT,EDGUINESS,MILLAPECK"
0.99,2020-04-27 12:36:24.996577+00,2005-07-30 08:16:58+00,2005-07-27 14:07:58+00,AMBER,DIXON,1029 Dzerzinsk Manor,STORY SIDE,R,163,English             ,"SPENCERDEPP,ZEROCAGE,ANGELINAASTAIRE,HARVEYHOPE,RUSSELLCLOSE"
7.99,2020-04-27 12:44:19.996577+00,2005-08-03 18:53:53+00,2005-07-27 14:15:53+00,JULIA,FLORES,1926 El Alto Avenue,HUNCHBACK IMPOSSIBLE,PG-13,151,English             ,"GROUCHODUNST,WILLIAMHACKMAN"
4.99,2020-04-27 12:47:08.996577+00,2005-08-01 14:18:42+00,2005-07-27 14:18:42+00,SALVADOR,TEEL,247 Jining Parkway,PURE RUNNER,NC-17,121,English             ,"MILLAKEITEL,CAMERONSTREEP"
4.99,2020-04-27 12:47:08.996577+00,2005-08-01 08:58:42+00,2005-07-27 14:18:42+00,CLIFTON,MALCOLM,1489 Kakamigahara Lane,HALL CASSIDY,NC-17,51,English             ,"CAMERONWRAY,GINADEGENERES,JAYNESILVERSTONE,JOHNNYLOLLOBRIGIDA,RIPCRAWFORD"
5.99,2020-04-27 12:47:59.996577+00,2005-08-04 09:45:33+00,2005-07-27 14:19:33+00,SHANE,MILLARD,184 Mandaluyong Street,PHILADELPHIA WIFE,PG-13,137,English             ,"SEANGUINESS,MARYTANDY"
8.99,2020-04-27 12:49:23.996577+00,2005-08-05 12:09:57+00,2005-07-27 14:20:57+00,BARRY,LOVELACE,1836 Korla Parkway,PRINCESS GIANT,NC-17,71,English             ,"MERYLGIBSON,ADAMHOPPER,CHRISTIANAKROYD,EDGUINESS,HUMPHREYWILLIS"
2.99,2020-04-27 12:50:59.996577+00,2005-08-01 19:06:33+00,2005-07-27 14:22:33+00,BOBBY,BOUDREAU,1368 Maracabo Boulevard,PACKER MADIGAN,PG-13,84,English             ,TIMHACKMAN
5.99,2020-04-27 12:51:28.996577+00,2005-08-04 09:35:02+00,2005-07-27 14:23:02+00,PATRICIA,JOHNSON,1121 Loja Avenue,BUTTERFLY CHOCOLAT,G,89,English             ,"EDGUINESS,BURTTEMPLE,MARYKEITEL,NICKSTALLONE,MENATEMPLE,KIMALLEN,LISAMONROE"
2.99,2020-04-27 12:59:54.996577+00,2005-08-02 18:59:28+00,2005-07-27 14:31:28+00,MARION,OCAMPO,1464 Kursk Parkway,FAMILY SWEET,R,155,English             ,"PENELOPEPINKETT,BURTPOSEY,SANDRAPECK,KENNETHHOFFMAN,DARYLWAHLBERG,DEBBIEAKROYD,MATTHEWCARREY,FAYWOOD,GROUCHOSINATRA"
5.99,2020-04-27 12:59:59.996577+00,2005-08-03 16:15:33+00,2005-07-27 14:31:33+00,CLARA,SHAW,1027 Songkhla Manor,REQUIEM TYCOON,R,167,English             ,"MICHELLEMCCONAUGHEY,GRETAKEITEL,JULIANNEDENCH,CHRISBRIDGES,JESSICABAILEY,MARYTANDY,MENATEMPLE,ANNECRONYN"
4.99,2020-04-27 13:05:09.996577+00,2005-07-30 15:37:43+00,2005-07-27 14:36:43+00,GLENN,PULLEN,992 Klerksdorp Loop,BRANNIGAN SUNRISE,PG,121,English             ,"KENNETHHOFFMAN,RIPCRAWFORD"
2.99,2020-04-27 13:05:27.996577+00,2005-08-03 18:24:01+00,2005-07-27 14:37:01+00,ROGER,QUINTANILLA,381 Kabul Way,DEER VIRGINIAN,NC-17,106,English             ,"LIZABERGMAN,IANTANDY,GINADEGENERES"
4.99,2020-04-27 13:08:52.996577+00,2005-08-02 16:26:26+00,2005-07-27 14:40:26+00,VERNON,CHAPA,698 Jelets Boulevard,GANGS PRIDE,PG-13,185,English             ,"ELVISMARX,KENNETHHOFFMAN,FAYWOOD,FRANCESDAY-LEWIS"
2.99,2020-04-27 13:11:41.996577+00,2005-07-28 10:18:15+00,2005-07-27 14:43:15+00,GABRIEL,HARDER,680 A Corua (La Corua) Manor,BLACKOUT PRIVATE,PG,85,English             ,"CARYMCCONAUGHEY,KENNETHHOFFMAN,MATTHEWCARREY,SANDRAKILMER,CAMERONZELLWEGER"
4.99,2020-04-27 13:15:19.996577+00,2005-08-03 10:10:53+00,2005-07-27 14:46:53+00,DIANE,COLLINS,115 Hidalgo Parkway,STEPMOM DREAM,NC-17,48,English             ,"DEBBIEAKROYD,ANGELAWITHERSPOON,MICHAELBOLGER,WALTERTORN"
4.99,2020-04-27 13:18:11.996577+00,2005-08-04 14:17:45+00,2005-07-27 14:49:45+00,PERRY,SWAFFORD,773 Dallas Manor,SHAKESPEARE SADDLE,PG-13,60,English             ,"RUSSELLTEMPLE,CHRISTIANGABLE,WARRENJACKMAN,CHRISBRIDGES,JAMESPITT,SANDRAKILMER"
2.99,2020-04-27 13:18:12.996577+00,2005-07-28 12:50:46+00,2005-07-27 14:49:46+00,GLORIA,COOK,1668 Saint Louis Place,PARADISE SABRINA,PG-13,48,English             ,"SYLVESTERDERN,PENELOPECRONYN,JEFFSILVERSTONE,JODIEDEGENERES"
5.99,2020-04-27 13:20:36.996577+00,2005-08-04 14:13:10+00,2005-07-27 14:52:10+00,YOLANDA,WEAVER,605 Rio Claro Parkway,SENSIBILITY REAR,PG,98,English             ,"GROUCHODUNST,LIZABERGMAN,MICHAELBENING,CHRISTIANNEESON,MILLAKEITEL,BURTPOSEY"
4.99,2020-04-27 13:22:45.996577+00,2005-08-03 13:46:19+00,2005-07-27 14:54:19+00,LILLIE,KIM,1736 Cavite Place,REDS POCUS,PG-13,182,English             ,"JODIEDEGENERES,JENNIFERDAVIS,WARRENNOLTE,CHRISBRIDGES,SPENCERPECK"
4.99,2020-04-27 13:22:45.996577+00,2005-08-01 16:02:19+00,2005-07-27 14:54:19+00,JON,WILES,659 Gatineau Boulevard,YENTL IDAHO,R,86,English             ,REESEWEST
2.99,2020-04-27 13:24:41.996577+00,2005-07-30 20:28:15+00,2005-07-27 14:56:15+00,BERTHA,FERGUSON,1367 Yantai Manor,STAGE WORLD,PG,85,English             ,"WALTERTORN,BELAWALKEN"
4.99,2020-04-27 13:27:45.996577+00,2005-08-04 09:09:19+00,2005-07-27 14:59:19+00,JOY,GEORGE,1256 Bislig Boulevard,GRAPES FURY,G,155,English             ,"CARMENHUNT,HENRYBERRY,MARYTANDY,LUCILLEDEE,BURTTEMPLE"
6.99,2020-04-27 13:28:26.996577+00,2005-08-04 17:07:00+00,2005-07-27 15:00:00+00,JAMIE,WAUGH,958 Sagamihara Lane,DRIVING POLISH,NC-17,175,English             ,"WILLWILSON,NICKDEGENERES,PENELOPEMONROE,MATTHEWJOHANSSON,SUSANDAVIS,VIVIENBERGEN,RIPWINSLET"
4.99,2020-04-27 13:29:31.996577+00,2005-08-01 16:23:05+00,2005-07-27 15:01:05+00,ROSEMARY,SCHMIDT,1215 Pyongyang Parkway,PREJUDICE OLEANDER,PG-13,98,English             ,"CHRISTIANGABLE,VALBOLGER,MILLAPECK,KENNETHHOFFMAN,MICHAELBOLGER,CARYMCCONAUGHEY,SYLVESTERDERN,ANGELAHUDSON,RAYJOHANSSON,DUSTINTAUTOU"
0.99,2020-04-27 13:31:18.996577+00,2005-08-02 12:24:52+00,2005-07-27 15:02:52+00,ANA,BRADLEY,682 Garden Grove Place,LEGEND JEDI,PG,59,English             ,"PENELOPECRONYN,CATEMCQUEEN,TOMMCKELLEN,ANGELAHUDSON"
2.99,2020-04-27 13:31:34.996577+00,2005-08-04 10:27:08+00,2005-07-27 15:03:08+00,MELISSA,KING,1668 Anpolis Street,LION UNCUT,PG,50,English             ,"PENELOPEPINKETT,UMAWOOD,BELAWALKEN"
0.99,2020-04-27 13:31:37.996577+00,2005-07-31 19:26:11+00,2005-07-27 15:03:11+00,NORMAN,CURRIER,1445 Carmen Parkway,ODDS BOOGIE,NC-17,48,English             ,"GEOFFREYHESTON,CHRISBRIDGES,MAEHOFFMAN,KENNETHHOFFMAN,ELVISMARX"
4.99,2020-04-27 13:32:19.996577+00,2005-08-05 09:36:53+00,2005-07-27 15:03:53+00,TERRENCE,GUNDERSON,844 Bucuresti Place,ROBBERS JOON,PG-13,102,English             ,"JADARYDER,MILLAPECK,ANGELAHUDSON,MATTHEWLEIGH,CUBAALLEN"
4.99,2020-04-27 13:33:26.996577+00,2005-08-01 19:29:00+00,2005-07-27 15:05:00+00,COURTNEY,DAY,300 Junan Street,WINDOW SIDE,R,85,English             ,"GINADEGENERES,ANNECRONYN,LUCILLETRACY,WILLIAMHACKMAN"
6.99,2020-04-27 13:35:48.996577+00,2005-08-05 15:16:22+00,2005-07-27 15:07:22+00,ALICE,STEWART,1135 Izumisano Parkway,GABLES METROPOLIS,PG,161,English             ,"GROUCHOWILLIAMS,RAYJOHANSSON,FRANCESDAY-LEWIS,RIPCRAWFORD,FREDCOSTNER,ADAMHOPPER,CATEMCQUEEN,GROUCHODUNST"
1.99,2020-04-27 13:44:28.996577+00,2005-08-03 17:02:02+00,2005-07-27 15:16:02+00,KARL,SEAL,1427 Tabuk Place,GOLDMINE TYCOON,R,153,English             ,"SANDRAKILMER,HUMPHREYWILLIS,MAEHOFFMAN,JOHNSUVARI,ALBERTNOLTE,DARYLCRAWFORD,GEOFFREYHESTON"
0.99,2020-04-27 13:45:03.996577+00,2005-07-31 11:34:37+00,2005-07-27 15:16:37+00,PAULINE,HENRY,261 Saint Louis Way,NOTTING SPEAKEASY,PG-13,48,English             ,"IANTANDY,MINNIEZELLWEGER"
5.99,2020-04-27 13:46:21.996577+00,2005-08-04 14:48:55+00,2005-07-27 15:17:55+00,MARSHALL,THORN,1584 Ljubertsy Lane,MUMMY CREATURES,NC-17,160,English             ,"WALTERTORN,GOLDIEBRODY,SIDNEYCROWE,GINADEGENERES,RUSSELLBACALL,DANSTREEP,ANGELINAASTAIRE,TIMHACKMAN,HELENVOIGHT,AUDREYBAILEY,ROCKDUKAKIS,KEVINBLOOM,SPENCERPECK"
2.99,2020-04-27 13:48:06.996577+00,2005-08-05 13:48:40+00,2005-07-27 15:19:40+00,BECKY,MILES,1993 Tabuk Lane,MOON BUNCH,PG,83,English             ,ANNECRONYN
2.99,2020-04-27 13:50:35.996577+00,2005-08-01 14:32:09+00,2005-07-27 15:22:09+00,CATHY,SPENCER,1287 Xiangfan Boulevard,MARRIED GO,G,114,English             ,"GOLDIEBRODY,GROUCHODUNST,FRANCESDAY-LEWIS"
2.99,2020-04-27 13:53:09.996577+00,2005-07-29 10:40:43+00,2005-07-27 15:24:43+00,YOLANDA,WEAVER,605 Rio Claro Parkway,LEATHERNECKS DWARFS,PG-13,153,English             ,"PENELOPEMONROE,BOBFAWCETT,UMAWOOD,SPENCERDEPP,SUSANDAVIS,IANTANDY,KARLBERRY"
3.99,2020-04-27 13:53:37.996577+00,2005-08-01 11:33:11+00,2005-07-27 15:25:11+00,CAROLYN,PEREZ,1632 Bislig Avenue,KNOCK WARLOCK,PG-13,71,English             ,"AUDREYOLIVIER,CUBAOLIVIER,JUDECRUISE,REESEKILMER,TOMMIRANDA,WOODYHOFFMAN"
3.99,2020-04-27 13:54:11.996577+00,2005-08-05 19:39:45+00,2005-07-27 15:25:45+00,JANE,BENNETT,1692 Ede Loop,FEUD FROGMEN,R,98,English             ,"PENELOPECRONYN,TOMMIRANDA,TIMHACKMAN,MARYKEITEL"
5.99,2020-04-27 13:57:30.996577+00,2005-08-01 16:47:04+00,2005-07-27 15:29:04+00,CURTIS,IRBY,432 Garden Grove Street,PINOCCHIO SIMON,PG,103,English             ,"RALPHCRUZ,JOHNSUVARI,LAURABRODY,MERYLGIBSON,BENHARRIS,RIVERDEAN,MORGANHOPKINS,CAMERONZELLWEGER,ELLENPRESLEY,KIRSTENPALTROW,REESEKILMER"
3.99,2020-04-27 14:00:06.996577+00,2005-07-31 10:56:40+00,2005-07-27 15:31:40+00,BILLY,POULIN,1061 Ede Avenue,CHANCE RESURRECTION,R,70,English             ,"MILLAPECK,CHRISTIANAKROYD,BENWILLIS,MERYLALLEN,ANGELAWITHERSPOON,WHOOPIHURT"
4.99,2020-04-27 14:06:50.996577+00,2005-07-30 17:06:24+00,2005-07-27 15:38:24+00,PERRY,SWAFFORD,773 Dallas Manor,LEAGUE HELLFIGHTERS,PG-13,110,English             ,"KENNETHTORN,CUBABIRCH,ALBERTJOHANSSON,JIMMOSTEL,KIRSTENAKROYD,JESSICABAILEY"
4.99,2020-04-27 14:10:25.996577+00,2005-07-29 21:11:59+00,2005-07-27 15:41:59+00,JERRY,JORDON,124 al-Manama Way,FUGITIVE MAGUIRE,R,83,English             ,"RICHARDPENN,LAURABRODY,GEOFFREYHESTON,CUBAOLIVIER,ALECWAYNE,MARYTANDY,RALPHCRUZ,CHARLIZEDENCH,MEGHAWKE,OLYMPIAPFEIFFER,EMILYDEE"
6.99,2020-04-27 14:10:56.996577+00,2005-08-05 16:38:30+00,2005-07-27 15:42:30+00,MICHAEL,SILVERMAN,1908 Gaziantep Place,CAMELOT VACATION,NC-17,61,English             ,"JUDECRUISE,ALBERTNOLTE"
5.99,2020-04-27 14:13:00.996577+00,2005-08-04 14:06:34+00,2005-07-27 15:44:34+00,ANDY,VANHORN,966 Asuncin Way,DARN FORRESTER,G,185,English             ,"JODIEDEGENERES,RALPHCRUZ,CHARLIZEDENCH,SEANGUINESS,SANDRAKILMER,BOBFAWCETT,CHRISBRIDGES,CATEMCQUEEN,MENAHOPPER"
4.99,2020-04-27 14:14:06.996577+00,2005-07-31 11:02:40+00,2005-07-27 15:45:40+00,MAXINE,SILVA,1338 Zalantun Lane,OPPOSITE NECKLACE,PG,92,English             ,"GROUCHODUNST,MATTHEWLEIGH,CHRISTIANNEESON,LUCILLEDEE,GROUCHOWILLIAMS,DEBBIEAKROYD"
1.99,2020-04-27 14:14:33.996577+00,2005-08-02 19:04:07+00,2005-07-27 15:46:07+00,JENNIE,TERRY,682 Halisahar Place,REEF SALUTE,NC-17,123,English             ,"MICHAELBENING,JOESWANK,PENELOPEMONROE,KENNETHPALTROW"
6.99,2020-04-27 14:19:25.996577+00,2005-08-02 10:21:59+00,2005-07-27 15:50:59+00,SHELLY,WATTS,32 Pudukkottai Lane,WATERFRONT DELIVERANCE,G,61,English             ,"JOESWANK,MICHELLEMCCONAUGHEY,BENHARRIS,SEANWILLIAMS,CHRISTIANGABLE,ELVISMARX"
4.99,2020-04-27 14:23:51.996577+00,2005-07-29 10:27:25+00,2005-07-27 15:55:25+00,JUAN,FRALEY,469 Nakhon Sawan Street,CHICAGO NORTH,PG-13,185,English             ,"BURTTEMPLE,RIVERDEAN,MAEHOFFMAN,MERYLGIBSON,CUBAALLEN,LIZABERGMAN,JAYNESILVERSTONE,KEVINGARLAND"
4.99,2020-04-27 14:26:59.996577+00,2005-07-30 21:17:33+00,2005-07-27 15:58:33+00,KRISTIN,JOHNSTON,226 Brest Manor,OUTLAW HANKY,PG-13,148,English             ,"WARRENNOLTE,ELVISMARX,GOLDIEBRODY,TOMMIRANDA,CHRISTIANNEESON,ANGELINAASTAIRE,JULIAZELLWEGER"
2.99,2020-04-27 14:27:35.996577+00,2005-07-29 14:08:09+00,2005-07-27 15:59:09+00,STEPHEN,QUALLS,1838 Tabriz Lane,PATTON INTERVIEW,PG,175,English             ,"SEANWILLIAMS,CATEMCQUEEN,JOHNNYLOLLOBRIGIDA,GEOFFREYHESTON,WHOOPIHURT,TOMMIRANDA,HENRYBERRY,RIPWINSLET,MICHAELBOLGER"
7.99,2020-04-27 14:32:41.996577+00,2005-08-05 20:54:15+00,2005-07-27 16:04:15+00,ALBERT,CROUSE,1641 Changhwa Place,SAGEBRUSH CLUELESS,G,106,English             ,"SEANWILLIAMS,ALANDREYFUSS,FRANCESDAY-LEWIS,IANTANDY,MEGHAWKE,MORGANMCDORMAND,LUCILLETRACY"
4.99,2020-04-27 14:38:05.996577+00,2005-07-30 11:30:39+00,2005-07-27 16:09:39+00,KURT,EMMONS,1421 Quilmes Lane,SCALAWAG DUCK,NC-17,183,English             ,"CHRISDEPP,REESEKILMER,JUDECRUISE,CHRISTIANNEESON,GROUCHOSINATRA"
7.99,2020-04-27 14:38:31.996577+00,2005-08-05 16:55:05+00,2005-07-27 16:10:05+00,CHRISTINA,RAMIREZ,1124 Buenaventura Drive,SECRET GROUNDHOG,PG,90,English             ,"ANGELAWITHERSPOON,MAEHOFFMAN,FAYKILMER"
2.99,2020-04-27 14:39:08.996577+00,2005-08-03 18:32:42+00,2005-07-27 16:10:42+00,VELMA,LUCAS,1155 Liaocheng Place,SUMMER SCARFACE,G,53,English             ,"ANGELINAASTAIRE,MEGHAWKE,EWANGOODING,CATEHARRIS,ALECWAYNE,DUSTINTAUTOU,RUSSELLCLOSE,DANHARRIS"
4.99,2020-04-27 14:40:13.996577+00,2005-07-29 11:29:47+00,2005-07-27 16:11:47+00,OLGA,JIMENEZ,556 Baybay Manor,CHISUM BEHAVIOR,G,124,English             ,"NICKWAHLBERG,FAYWINSLET,JULIAFAWCETT,GENEHOPKINS"
0.99,2020-04-27 14:42:45.996577+00,2005-08-01 18:21:19+00,2005-07-27 16:14:19+00,JIMMIE,EGGLESTON,505 Madiun Boulevard,CHILL LUCK,PG,142,English             ,"WARRENJACKMAN,WOODYJOLIE,MEGHAWKE,BURTPOSEY,MARYTANDY"
4.99,2020-04-27 14:47:01.996577+00,2005-08-02 10:18:35+00,2005-07-27 16:18:35+00,HILDA,HOPKINS,1831 Nam Dinh Loop,BREAKING HOME,PG-13,169,English             ,"HELENVOIGHT,WOODYHOFFMAN,CARMENHUNT,FRANCESTOMEI,MORGANWILLIAMS,GRACEMOSTEL"
0.99,2020-04-27 14:48:12.996577+00,2005-07-29 20:41:46+00,2005-07-27 16:19:46+00,MINNIE,ROMERO,47 Syktyvkar Lane,WEDDING APOLLO,PG,70,English             ,"UMAWOOD,HUMPHREYGARLAND,EDCHASE,CHRISTIANGABLE,IANTANDY,ALBERTJOHANSSON,LIZABERGMAN,HARRISONBALE,WARRENNOLTE,VALBOLGER"
2.99,2020-04-27 14:48:42.996577+00,2005-08-03 19:38:16+00,2005-07-27 16:20:16+00,LEROY,BUSTAMANTE,105 Dzerzinsk Manor,MARRIED GO,G,114,English             ,"GOLDIEBRODY,FRANCESDAY-LEWIS,GROUCHODUNST"
5.99,2020-04-27 14:50:18.996577+00,2005-08-05 16:13:52+00,2005-07-27 16:21:52+00,RUBY,WASHINGTON,1952 Chatsworth Drive,BARBARELLA STREETCAR,G,65,English             ,"ALANDREYFUSS,MARYTANDY,CUBAALLEN,NICKDEGENERES,GENEMCKELLEN"
3.99,2020-04-27 14:53:16.996577+00,2005-08-05 22:02:50+00,2005-07-27 16:24:50+00,ANDRE,RAPP,568 Dhule (Dhulia) Loop,INTRIGUE WORST,G,181,English             ,"CATEHARRIS,GARYPENN,REESEKILMER,VALBOLGER,FAYWOOD,MERYLGIBSON,GINADEGENERES"
2.99,2020-04-27 14:54:40.996577+00,2005-08-01 12:02:14+00,2005-07-27 16:26:14+00,WALLACE,SLONE,1342 Sharja Way,TROUBLE DATE,PG,61,English             ,"KENNETHPALTROW,RENEEBALL,JUDYDEAN,CHRISTIANGABLE,GREGORYGOODING,KEVINBLOOM,RUSSELLCLOSE,JADARYDER"
3.99,2020-04-27 14:55:53.996577+00,2005-07-31 17:40:27+00,2005-07-27 16:27:27+00,TRACY,HERRMANN,1074 Sanaa Parkway,STRICTLY SCARFACE,PG-13,144,English             ,"GREGCHAPLIN,ALANDREYFUSS,WHOOPIHURT,DARYLCRAWFORD"
0.99,2020-04-27 15:00:06.996577+00,2005-07-28 16:44:40+00,2005-07-27 16:31:40+00,ESTHER,CRAWFORD,898 Belm Manor,PRIDE ALAMO,NC-17,114,English             ,"GOLDIEBRODY,WARRENNOLTE,CATEMCQUEEN,GRETAMALDEN"
2.99,2020-04-27 15:00:46.996577+00,2005-08-01 17:49:20+00,2005-07-27 16:32:20+00,JENNY,CASTRO,1405 Chisinau Place,GREEK EVERYONE,PG,176,English             ,"BURTDUKAKIS,CATEHARRIS,RIPWINSLET,SISSYSOBIESKI"
2.99,2020-04-27 15:03:06.996577+00,2005-07-29 14:01:40+00,2005-07-27 16:34:40+00,HEIDI,LARSON,1103 Bilbays Parkway,ORIENT CLOSER,R,118,English             ,"SCARLETTDAMON,LUCILLETRACY,MATTHEWLEIGH,CAMERONZELLWEGER"
0.99,2020-04-27 15:07:10.996577+00,2005-07-30 15:57:44+00,2005-07-27 16:38:44+00,RUSSELL,BRINSON,1642 Charlotte Amalie Drive,GABLES METROPOLIS,PG,161,English             ,"GROUCHODUNST,GROUCHOWILLIAMS,ADAMHOPPER,CATEMCQUEEN,RAYJOHANSSON,FRANCESDAY-LEWIS,RIPCRAWFORD,FREDCOSTNER"
2.99,2020-04-27 15:07:38.996577+00,2005-08-01 11:40:12+00,2005-07-27 16:39:12+00,JANET,PHILLIPS,1718 Valencia Street,BERETS AGENT,PG-13,77,English             ,"CATEHARRIS,JULIABARRYMORE,JESSICABAILEY,JULIAFAWCETT,GRACEMOSTEL,ANGELAWITHERSPOON,WILLIAMHACKMAN,IANTANDY,MERYLALLEN,JULIANNEDENCH"
0.99,2020-04-27 15:07:44.996577+00,2005-07-28 17:33:18+00,2005-07-27 16:39:18+00,JUANITA,MASON,943 Johannesburg Avenue,MIDNIGHT WESTWARD,G,86,English             ,"MILLAPECK,ADAMGRANT,HUMPHREYGARLAND,OPRAHKILMER,GRETAMALDEN,GEOFFREYHESTON,GINADEGENERES,JAMESPITT,WOODYHOFFMAN"
5.99,2020-04-27 15:09:06.996577+00,2005-08-05 14:25:40+00,2005-07-27 16:40:40+00,JULIE,SANCHEZ,939 Probolinggo Loop,FAMILY SWEET,R,155,English             ,"BURTPOSEY,DEBBIEAKROYD,MATTHEWCARREY,KENNETHHOFFMAN,FAYWOOD,DARYLWAHLBERG,GROUCHOSINATRA,SANDRAPECK,PENELOPEPINKETT"
6.99,2020-04-27 15:10:57.996577+00,2005-08-05 15:34:31+00,2005-07-27 16:42:31+00,CRYSTAL,FORD,659 Vaduz Drive,TIMBERLAND SKY,G,69,English             ,"GARYPHOENIX,JUDECRUISE,CHRISTOPHERWEST,BENHARRIS"
5.99,2020-04-27 15:15:19.996577+00,2005-07-31 22:05:53+00,2005-07-27 16:46:53+00,ELSIE,KELLEY,955 Bamenda Way,TELEGRAPH VOYAGE,PG,148,English             ,"LUCILLEDEE,VIVIENBASINGER,MICHAELBENING,THORATEMPLE,WOODYHOFFMAN,CARMENHUNT,GINADEGENERES"
2.99,2020-04-27 15:15:26.996577+00,2005-07-28 20:37:00+00,2005-07-27 16:47:00+00,DAWN,SULLIVAN,454 Nakhon Sawan Boulevard,LUKE MUMMY,NC-17,74,English             ,"MARYKEITEL,JOHNSUVARI,BELAWALKEN,BURTPOSEY,RITAREYNOLDS,CUBAOLIVIER,CHRISTIANAKROYD,ANGELAHUDSON,JULIAFAWCETT"
